trackID	datetime	latitude	longitude	altitude
1	2020-04-12 09:00:00	1.3612182	103.886252	13
1	2020-04-12 09:05:00	1.3612182	103.886252	13
1	2020-04-12 09:10:00	1.3612182	103.886252	13
1	2020-04-12 09:30:00	1.3612182	103.886252	13
1	2020-04-12 09:35:00	1.3612182	103.886252	13
1	2020-04-12 09:40:00	1.3612182	103.886252	13
2	2020-07-15 09:00:00	1.363354	103.76432	23
2	2020-07-15 09:05:00	1.363354	103.76432	23
2	2020-07-15 09:10:00	1.363354	103.76432	23
2	2020-07-15 10:00:00	1.363354	103.76432	23
2	2020-07-15 10:05:00	1.363354	103.76432	23
2	2020-07-15 10:10:00	1.363354	103.76432	23
3	2020-04-12 10:00:00	1.3612182	103.886252	13
3	2020-04-12 10:05:00	1.3612182	103.886252	13
3	2020-04-12 10:10:00	1.3612182	103.886252	13
3	2020-04-12 14:30:00	1.3612182	103.886252	13
3	2020-04-12 14:35:00	1.3612182	103.886252	13
3	2020-04-12 14:40:00	1.3612182	103.886252	13
4	2020-04-12 11:00:00	1.3612182	103.886252	13
4	2020-04-12 11:05:00	1.3612182	103.886252	13
4	2020-04-12 11:10:00	1.3612182	103.886252	13
4	2020-07-15 09:15:00	1.363354	103.76432	23
4	2020-07-15 09:20:00	1.363354	103.76432	23
4	2020-07-15 09:25:00	1.363354	103.76432	23
5	2020-07-15 09:30:00	1.363354	103.76432	23
5	2020-07-15 09:35:00	1.363354	103.76432	23
5	2020-07-15 09:40:00	1.363354	103.76432	23
5	2020-07-15 09:45:00	1.363354	103.76432	23
5	2020-07-15 09:50:00	1.363354	103.76432	23
6	2020-04-12 09:20:00	1.3612182	103.886252	13
6	2020-04-12 09:25:00	1.3612182	103.886252	13
6	2020-04-12 09:30:00	1.3612182	103.886252	13
6	2020-04-12 12:00:00	1.3612182	103.886252	13
6	2020-04-12 12:05:00	1.3612182	103.886252	13
6	2020-04-12 12:10:00	1.3612182	103.886252	13
6	2020-07-15 10:00:00	1.363354	103.76432	23
6	2020-07-15 10:05:00	1.363354	103.76432	23
6	2020-07-15 10:10:00	1.363354	103.76432	23
7	2020-04-12 10:00:00	1.3612182	103.886252	13
7	2020-04-12 10:05:00	1.3612182	103.886252	13
7	2020-04-12 10:10:00	1.3612182	103.886252	13
7	2020-04-12 14:00:00	1.3612182	103.886252	13
7	2020-04-12 14:05:00	1.3612182	103.886252	13
7	2020-04-12 14:10:00	1.3612182	103.886252	13
8	2020-04-12 14:30:00	1.3612182	103.886252	13
8	2020-04-12 14:35:00	1.3612182	103.886252	13
8	2020-04-12 14:40:00	1.3612182	103.886252	13
8	2020-07-15 09:00:00	1.363354	103.76432	23
8	2020-07-15 09:05:00	1.363354	103.76432	23
8	2020-07-15 09:10:00	1.363354	103.76432	23
8	2020-07-15 10:10:00	1.363354	103.76432	23
8	2020-07-15 10:15:00	1.363354	103.76432	23
8	2020-07-15 10:20:00	1.363354	103.76432	23
9	2020-04-12 11:00:00	1.3612182	103.886252	13
9	2020-04-12 11:05:00	1.3612182	103.886252	13
9	2020-04-12 11:10:00	1.3612182	103.886252	13
9	2020-04-12 15:10:00	1.3612182	103.886252	13
9	2020-04-12 15:15:00	1.3612182	103.886252	13
9	2020-04-12 15:20:00	1.3612182	103.886252	13
10	2020-07-15 09:10:00	1.363354	103.76432	23
10	2020-07-15 09:15:00	1.363354	103.76432	23
10	2020-07-15 09:20:00	1.363354	103.76432	23
10	2020-07-15 10:20:00	1.363354	103.76432	23
10	2020-07-15 10:25:00	1.363354	103.76432	23
10	2020-07-15 10:30:00	1.363354	103.76432	23
11	2020-04-12 11:20:00	1.3612182	103.886252	13
11	2020-04-12 11:25:00	1.3612182	103.886252	13
11	2020-04-12 11:30:00	1.3612182	103.886252	13
11	2020-04-12 15:30:00	1.3612182	103.886252	13
11	2020-04-12 15:35:00	1.3612182	103.886252	13
11	2020-04-12 15:40:00	1.3612182	103.886252	13
12	2020-04-12 11:20:00	1.3612182	103.886252	13
12	2020-04-12 11:25:00	1.3612182	103.886252	13
12	2020-04-12 11:30:00	1.3612182	103.886252	13
12	2020-04-12 16:00:00	1.3612182	103.886252	13
12	2020-04-12 16:05:00	1.3612182	103.886252	13
12	2020-04-12 16:10:00	1.3612182	103.886252	13
13	2020-07-15 10:00:00	1.363354	103.76432	23
13	2020-07-15 10:05:00	1.363354	103.76432	23
13	2020-07-15 10:10:00	1.363354	103.76432	23
13	2020-07-15 10:30:00	1.363354	103.76432	23
13	2020-07-15 10:35:00	1.363354	103.76432	23
13	2020-07-15 10:40:00	1.363354	103.76432	23
14	2020-07-15 10:40:00	1.363354	103.76432	23
14	2020-07-15 10:45:00	1.363354	103.76432	23
14	2020-07-15 10:50:00	1.363354	103.76432	23
15	2020-07-15 10:30:00	1.363354	103.76432	23
15	2020-07-15 10:35:00	1.363354	103.76432	23
15	2020-07-15 10:40:00	1.363354	103.76432	23
15	2020-07-15 10:45:00	1.363354	103.76432	23
15	2020-07-15 10:50:00	1.363354	103.76432	23
15	2020-07-15 10:55:00	1.363354	103.76432	23
17	2020-05-03 09:00:00	1.2941664	103.786127	36
17	2020-05-03 09:05:00	1.2941664	103.786127	36
17	2020-05-03 09:10:00	1.2941664	103.786127	36
17	2020-05-03 14:00:00	1.2941664	103.786127	36
17	2020-05-03 14:05:00	1.2941664	103.786127	36
17	2020-05-03 14:10:00	1.2941664	103.786127	36
18	2020-05-03 09:30:00	1.2941664	103.786127	36
18	2020-05-03 09:35:00	1.2941664	103.786127	36
18	2020-05-03 09:40:00	1.2941664	103.786127	36
18	2020-05-03 16:00:00	1.2941664	103.786127	36
18	2020-05-03 16:05:00	1.2941664	103.786127	36
18	2020-05-03 16:10:00	1.2941664	103.786127	36
19	2020-04-12 16:30:00	1.3612182	103.886252	13
19	2020-04-12 16:35:00	1.3612182	103.886252	13
19	2020-04-12 16:40:00	1.3612182	103.886252	13
20	2020-04-12 17:00:00	1.3612182	103.886252	13
20	2020-04-12 17:05:00	1.3612182	103.886252	13
20	2020-04-12 17:10:00	1.3612182	103.886252	13
21	2020-04-12 17:30:00	1.3612182	103.886252	13
21	2020-04-12 17:35:00	1.3612182	103.886252	13
21	2020-04-12 17:40:00	1.3612182	103.886252	13
22	2020-05-03 10:00:00	1.2941664	103.786127	36
22	2020-05-03 10:05:00	1.2941664	103.786127	36
22	2020-05-03 10:10:00	1.2941664	103.786127	36
23	2020-05-03 10:30:00	1.2941664	103.786127	36
23	2020-05-03 10:35:00	1.2941664	103.786127	36
23	2020-05-03 10:40:00	1.2941664	103.786127	36
24	2020-05-03 11:00:00	1.2941664	103.786127	36
24	2020-05-03 11:05:00	1.2941664	103.786127	36
24	2020-05-03 11:10:00	1.2941664	103.786127	36
25	2020-05-03 11:30:00	1.2941664	103.786127	36
25	2020-05-03 11:35:00	1.2941664	103.786127	36
25	2020-05-03 11:40:00	1.2941664	103.786127	36
26	2020-05-03 12:00:00	1.2941664	103.786127	36
26	2020-05-03 12:05:00	1.2941664	103.786127	36
26	2020-05-03 12:10:00	1.2941664	103.786127	36
27	2020-05-03 12:30:00	1.2941664	103.786127	36
27	2020-05-03 12:35:00	1.2941664	103.786127	36
27	2020-05-03 12:40:00	1.2941664	103.786127	36
28	2020-05-03 13:00:00	1.2941664	103.786127	36
28	2020-05-03 13:05:00	1.2941664	103.786127	36
28	2020-05-03 13:10:00	1.2941664	103.786127	36
29	2020-05-03 13:20:00	1.2941664	103.786127	36
29	2020-05-03 13:25:00	1.2941664	103.786127	36
29	2020-05-03 13:30:00	1.2941664	103.786127	36
30	2020-05-03 14:00:00	1.2941664	103.786127	36
30	2020-05-03 14:05:00	1.2941664	103.786127	36
30	2020-05-03 14:10:00	1.2941664	103.786127	36
31	2020-05-03 15:00:00	1.2941664	103.786127	36
31	2020-05-03 15:05:00	1.2941664	103.786127	36
31	2020-05-03 15:10:00	1.2941664	103.786127	36
32	2020-05-03 16:00:00	1.2941664	103.786127	36
32	2020-05-03 16:05:00	1.2941664	103.786127	36
32	2020-05-03 16:10:00	1.2941664	103.786127	36
33	2020-05-03 17:00:00	1.2941664	103.786127	36
33	2020-05-03 17:05:00	1.2941664	103.786127	36
33	2020-05-03 17:10:00	1.2941664	103.786127	36
34	2020-09-15 17:00:00	1.2787	103.85193	9
34	2020-09-15 17:01:00	1.2787	103.85193	9
34	2020-09-15 17:05:00	1.2787	103.85193	9
35	2020-09-15 17:00:00	1.2787	103.85193	9
35	2020-09-15 17:01:00	1.2787	103.85193	9
35	2020-09-15 17:05:00	1.2787	103.85193	9
36	2020-09-15 17:00:00	1.2787	103.85193	9
36	2020-09-15 17:01:00	1.2787	103.85193	9
36	2020-09-15 17:05:00	1.2787	103.85193	9
37	2020-09-15 17:00:00	1.2787	103.85193	9
37	2020-09-15 17:01:00	1.2787	103.85193	9
37	2020-09-15 17:05:00	1.2787	103.85193	9
38	2020-09-15 17:00:00	1.2787	103.85193	9
38	2020-09-15 17:01:00	1.2787	103.85193	9
38	2020-09-15 17:05:00	1.2787	103.85193	9
39	2020-09-15 17:00:00	1.2787	103.85193	9
39	2020-09-15 17:01:00	1.2787	103.85193	9
39	2020-09-15 17:05:00	1.2787	103.85193	9
40	2020-09-15 17:00:00	1.2787	103.85193	9
40	2020-09-15 17:01:00	1.2787	103.85193	9
40	2020-09-15 17:05:00	1.2787	103.85193	9
41	2020-09-15 17:00:00	1.2787	103.85193	9
41	2020-09-15 17:01:00	1.2787	103.85193	9
41	2020-09-15 17:05:00	1.2787	103.85193	9
42	2020-09-15 17:00:00	1.2787	103.85193	9
42	2020-09-15 17:01:00	1.2787	103.85193	9
42	2020-09-15 17:05:00	1.2787	103.85193	9
43	2020-09-15 17:00:00	1.2787	103.85193	9
43	2020-09-15 17:01:00	1.2787	103.85193	9
43	2020-09-15 17:05:00	1.2787	103.85193	9
44	2020-12-31 22:00:00	1.2494041	103.83032	22
44	2020-12-31 22:05:00	1.2494041	103.83032	22
44	2020-12-31 22:10:00	1.2494041	103.83032	22
45	2021-01-01 07:00:00	1.2494041	103.83032	22
45	2021-01-01 07:05:00	1.2494041	103.83032	22
45	2021-01-01 07:10:00	1.2494041	103.83032	22
46	2020-12-31 22:00:00	1.2494041	103.83032	22
46	2020-12-31 22:05:00	1.2494041	103.83032	22
46	2020-12-31 22:10:00	1.2494041	103.83032	22
47	2021-01-01 04:00:00	1.2494041	103.83032	22
47	2021-01-01 04:05:00	1.2494041	103.83032	22
47	2021-01-01 04:10:00	1.2494041	103.83032	22
48	2020-09-15 15:00:00	1.2787	103.85193	9
48	2020-09-15 15:05:00	1.2787	103.85193	9
49	2020-09-15 15:45:00	1.2787	103.85193	9
49	2020-09-15 15:50:00	1.2787	103.85193	9
50	2020-09-15 16:00:00	1.2787	103.85193	9
50	2020-09-15 16:05:00	1.2787	103.85193	9
51	2020-09-15 16:45:00	1.2787	103.85193	9
51	2020-09-15 16:50:00	1.2787	103.85193	9
52	2020-09-15 17:00:00	1.2787	103.85193	9
52	2020-09-15 17:05:00	1.2787	103.85193	9
53	2020-09-15 17:30:00	1.2787	103.85193	9
53	2020-09-15 17:35:00	1.2787	103.85193	9
54	2020-09-15 17:40:00	1.2787	103.85193	9
54	2020-09-15 17:45:00	1.2787	103.85193	9
55	2020-09-15 17:50:00	1.2787	103.85193	9
55	2020-09-15 17:55:00	1.2787	103.85193	9
56	2020-12-08 10:00:00	1.2949472	103.630483	9
56	2020-12-08 10:05:00	1.2949472	103.630483	9
57	2020-12-08 10:15:00	1.2949472	103.630483	9
57	2020-12-08 10:20:00	1.2949472	103.630483	9
58	2020-12-08 10:30:00	1.2949472	103.630483	9
58	2020-12-08 10:35:00	1.2949472	103.630483	9
59	2020-12-08 10:00:00	1.2949472	103.630483	9
59	2020-12-08 10:05:00	1.2949472	103.630483	9
60	2020-12-31 23:00:00	1.2494041	103.83032	22
